tweet_id,hashtags
dic -2020,";hervas;arauzpresidenteentiendan
;arauzpresidente;lasso;ecuador;;;francosetiencorreista
;lassopresidente2021;arauz;ecuador;arauzpresidente;lassopresidente2021;ecuadorajena
;arauzescorrea;lasso;ecuador;vacunasvip;lassomiente
;pactassobanquero;lassoesmoreno;arauzescorrea😸😸😸😸😂😸
;andresnomientrasotravez
;ecuador;lenin
;ecuador;lenin;ecuador;correa
;ecuador;ecuador;quito;ecuador;quito;yunda;guarderasenemigodelpueblo
;ecuador;lasso;;;quino2376creer
;ecuador;lasso;correadevuelvelorobado;;;quino2376realidad
;ecuador;;;gata1940
;ecuador;lasso;leyreformatributaria"
mar -2020,"bien



;ecuador;cartel;;;iamtatilopezbien



;ecuador;cartel;;;fernandafebc"
jun -2020,;cañar;ecuador;encontremonosparalograrlo;lassopresidente
oct -2020,;arauzesguerrilla
may -2020,"
;lassonuncaserapresidente
;lassonuncaserapresidente;;jajajajajajajajajajajajajajajajajaja
;lassonuncaserapresidente
;lassoesmoreno;lassonuncaserapresidente
;lassoesmoreno
;lassonuncaserapresidente;lassonuncaserapresidente
;lassonuncaserapresidente
;lassonuncaserapresidente
;lassoesmoreno
;lassonuncaserapresidente
;lassonuncaserapresidente;lassonuncaserapresidente;lassonuncaserapresidentegracias
;lassonuncaserapresidentemenos;
;lassonuncaserapresidente;lassonuncaserapresidente;lassonuncaserapresidente;lassonuncaserapresidente;lassonuncaserapresidente;lassonuncaserapresidente;lassonuncaserapresidenteviejitos
;lassonuncaserapresidente;lassonuncaserapresidente;vacunadospis;vacunadosgold;lassoesmoreno;;;luisevivanco;jorgeortizsinverguenza
;lassonuncaserápresidentesinverguenza
;lassonuncaserápresidentejajajajajajajajajajajajajajajajajajajaja

;lassomienteunayotravez
;lassonuncaserapresidentejajajajajajajajajajajajajajajajajajajaja

;lassomienteunayotravez
;lassonuncaserapresidente;lassomienteunayotravez
;lassonuncaserapresidenteladron
;lassomienteunayotravez
;lassonuncaserapresidente;;;mashirafael;lassoessalado"
ene -2021,";michelasso;danielalfrente;enamoranicaragua
;unidosenvictorias;;;mariemoliavacunado
;eldebuenacunasevacuna"
ago -2021,";urgente;
se;pandorapapers;lassieboy;burroodiador;leydesarrolloeconomico;gastosreservados;temblor;;;;;;despiertaecuador
la"
abr -2020,;arauzpresidente2021
may -2020,"vacunado
;eldebuenacunasevacuna"
ene -2021,";yaku;lasso;yaku;lasso;yalu;correa;cne;leloarauz
a;cne;tce;arauz;lasso;correista;yankess;lasso;cne;atamaint;lasso;arauz;arauz;arauz"
oct -2020,"revolución
;adelantesiempre;enamoranicaragua
;19marzo
;minsanicaragua;ecuadormepreocupa;ecuadormepreocupa"
dic -2020,";ecuadordecide2021;ssxxi;ecuadorsindemocraciamentira
;andresnomientasotravez;;;sofiaespinrc"
nov -2020,;coenacional
jun -2020,";urgente;lassoesmoreno;guayaquil;;ministerio;vacunagate;lassoesmoreno;vacunagate;prensacorrupta;lassoesmoreno;vacunagate;prensacorrupta;lassoesmoreno;rotaryclub;;burr;s;prensacorrupta
;lassoesmoreno;planvacunarseec;;;alivioahora;atencion;prensacorruptaviteri
;lassoesmoreno;andresnomientasotravez;;;atencion;prensacorrupta;andresnomientasotravez;;;ecuadorvideo1;atencion;prensacorruptabarba
;lassoesmoreno;andresnomientasotravez;;los;prensacorruptabarba
;lassoesmoreno;andresnomientasotravez;;;burr;s;prensacorrupta;andresnomientasotravez;labancaoelpais;;;elcomerciocom;atencion;prensacorruptabarba
;lassoesmoreno;andresnomientasotravez;;;atencion;prensacorruptabarba
;lassoesmoreno;andresnomientasotravez;guayaquil;;burr;s;prensacorrupta
;lassoesmoreno;andresnomientasotravez;guillermolasso;;;atencion;prensacorruptabarba
;lassoesmoreno;andresnomientasotravez;;;julio;francog;atencion;prensacorruptabarba
;lassoesmoreno;urgente;;;lepantox;atencion;prensacorruptabarba
;lassoesmoreno;urgente;;burr;s;prensacorruptabarba
;lassoesmoreno;andresnomientasotravez"
ene -2021,;vacunadosgold;;lassoesmoreno;lassocorrupto
ene -2021,";ecuarauzrabascall;vacunadosgold
;lassoesmoreno"
oct -2019,"
;lassopresidente;;
;lassopresidente;;señor
;lassopresidente;;;carlosverareal"
jun -2020,";lassoesmoreno
;lassonuncaserapresidente;;losbarba;;;andrésestamoscontigooculto;andrésarauzhonesto
;lassonuncaserapresidente;;larabascall
;lassonuncaserapresidente;;lassosocial
;elmalplandelasso
;lassoesmoreno;;diana"
may -2020,;lassoesmoreno;vacunadosgold;vacunadosgold
ene -2021,";ecuador
;elecciones2021"
mar -2020,;elpeorgobiernodelahistoria;;;fcarrionm;pandorapapers;lasoevasor;pandorapapers;lasoevasor;;inapapers;ecuador;vergüenza;mundial
feb -2021,"sri
;lassomienteunayotravez;;;loscorruptossiemprefueronellos;;;polificcion"
feb -2021,;yonofui;;
oct -2020,;vacunadosgold;lassoesmoreno;vacunagateec
ene -2021,;lassoesdespidos
jul -2021,;yabasta;basta
ago -2021,";juntoslologramos
;elcambioyaseaiente"
may -2020,";elpeorgobiernodelahistoria;¿;lassoesmoreno;correa;;;diariodecampaña;contigocontodosahorael
;elbinomiodelaesperanza"
jun -2020,";odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd;lassoesmoreno;yonolecreoaldecreo
;lassonuncaserápresidente"
dic -2020,";compromis
;stopabusotemporalpublico
;stopopes
;inspeccionya
;nosomosplazassomospersonas
;huelgadehambrefijezaya
;fijezayaesconstitucional;;;mariaomaru;compromis
;stopabusotemporalpublico
;stopopes
;inspeccionya
;nosomosplazassomospersonas
;huelgadehambrefijezaya
;fijezayaesconstitucional"
jul -2020,"🇪🇨
;14anosbastaya
;elpaisolamafia;;"
feb -2021,;elbinomiodelaesperanza;contigocontodosahora;lassopresidente2021
oct -2019,";binomiodelaesperanzavenceremos
;todotodito1💛
;mashirafael"
dic -2019,;lassopresidente;;;malenajarrin;lassopresidente;;;ecuarauz
jul -2020,;arauzymorenosoncorrea
ene -2021,"
;vacunadosgold
;lassoesmoreno"
dic -2019,";reactiventrasplantesec;reactiventrasplantesec

;reactiventrasplantesec
;salud;ec
;indotecuador;listadeesperaecamados

;reactiventrasplantesecvidas
;aborrerovega
;reactiventrasplantesec;reactiventrasplantesec
;salud;ec
;indotecuador

;aborrerovega
;jorgewatedtrasplantes
;aborrerovega
;reactiventrasplantesec;listadeesperaec;salud;ec
;indotecuador

;aborrerovega
;jorgewated

;reactiventrasplantesec

las;listadeesperaec;listadeesperaec;;reactiventrasplantesec"
sept -2020,"

;enamoranicaragua🇳🇮
;quitalelacoronaalvirus🇻🇪
;patriayvidaessalud🇨🇺
;cubaviva
;quitalelacoronaalvirus;;;carlodamian14;borregodatecuenta;debatepresidencialec;debate;preguntasqueimportan;preguntaseria;;;pattyaviboom"
abr -2021,😂😂😂😂😂😂;andresnomientrasotravez;arauznomientasotravez;;soloellos;;;andresnomientasotravez
ago -2020,;retiratelasso
may -2020,;gobiernodelencuentro;presidencia;liderazgo;decisión;juntoslologramos;desayunos;infantiles;nutrición
oct -2019,ecuador;felicitacionesecuador;felicitacionesecuador;siecuador;la
abr -2021,;lassoevasor;lassomentiroso;lassoesunfracasso;lassoevasor;lassorenuncia;;;rutakritika
oct -2019,;mashi;moreno;;;mashirafael;contrapreguntas;yaku
ago -2020,";andresaràuz;carlosrabascall;;;wgomezrcampaña;;;;banquerodescarado
;capacidadparaengañar;nó;nó"
oct -2019,"
;andresnomientasotravez;;;ecuarauz"
oct -2019,";guillermolasso;lassoesmoreno;lassopresidente2021mami

;lassonuncaserapresidente;lassopresidente;lassopresidente2021;lassoesferiadobancario"
mar -2021,;labancaoelpais
jun -2021,;priza;corrupto;priza;manabí;priza
feb -2020,;vacunagateec
dic -2020,";vacunadosgold;vacunadosgold;lassoesmoreno;lassoesmoreno;vacunadosgold;vacunadosgold;;;;enamoranicaragua;rusiapoblación
;plomo19;roboluciónciudadana;nomascorreismo;contigocontodosahorafallará
;elbinomiodelaesperanza;lassoesmoreno;vacunadosgold;andresnomientrasotravez;;ypresidente
;lassopresidente2021presidente
;lassopresidente2021arauz
;andresasustadoteveo
;lassopresidente2021ganar
;lassopresidente2021saben
;andresnomientasotravezpresidente
;lassopresidente2021"
nov -2020,;lassoesmoreno;vacunadosgold;vacunadosgold;;;fervit13
mar -2021,"elección
;lassoesmoreno"
jun -2020,;indultoacorreano;cuidado
mar -2021,"🤭🤭
;lassonuncaserápresidente"
mar -2021,;suresperanza;suresperanza
feb -2021,";lassoesmoreno;lassoesmoreno
;lassoesmoreno;lassoesmoreno;;;callimanta"
sept -2020,";constituciondevida;ecuador;conabortonotevoto
;acanoserindenadie;;constituciondevida;conabortonotevoto;;constituciondevida;ecuador;conabortonotevoto
;acanoserindenadie;;constituciondevida;conabortonotevoto"
jul -2020,;planton
ene -2021,;lassoesmoreno
abr -2020,;onu;;;villafernando;
may -2020,"investigación
;ikiamesamazonía
;ikiamesciencianopolítica
;ikiamesdiversidad

;villafernando;país
;ikiamesamazonía
;ikiamesciencianopolítica
;ikiamesdiversidad

autonomía
;ikiamesciencianopolítica
;ikiamesamazonía
;ikiamesdiversidad

;villafernando;;;ikiampaís
;ikiamesciencianopolítica
;ikiamesamazonía
;ikiamesdiversidad

;villafernando;"
oct -2019,"bernal;;🚨;urgente

a;debatepresidencial2021;andreabernal👇🏼

;elmonolópezinforma
;periodismosinfiltro"
abr -2020,";fijezayaesconstitucional;stopabusotemporalpublico;fijezaya;fijezayaesconstitucionalespaña
;fijezayaesconstitucional;huelgadehambrefijezaya"
jun -2021,;mashicon;;;justici45632100;alibaba;correista;mameluco;burregos;burregos;borregos;mashicón
mar -2021,";enamornicaragua
❤🖤✊✊
;19marzo"
jun -2020,"extinguir
;inspeccionya
;stopopes
;fijezaya;;;marlonisthemanbernal
;elecciones2021ec;;;jucaurtel"
mar -2021,";lasso
decir;lassoesmoreno;vacunavip;elecuadordelencuentro"
ene -2020,;andresnomientasotravez
nov -2020,;lassonuncaserapresidente
jul -2021,;gye;ecuadorgeneral;gyee;;;p;equilibrioec
feb -2020,;lassoesmoreno;lassomiente;pactassobanquero;lassoesmoreno
may -2021,;estudiantesutpl
mar -2021,;vacunadosgold;lassoesmoreno
oct -2020,";asambleanacionaldestituyanamoreno
;elpeorgobiernodelahistoria;inutilcostaldeodio;lassoesmoreno;feriadobancario;;;lassonuncaserapresidente;lassoesmoreno;;;omaryepez76;lassoesmoreno;lassonuncaserapresidente;;;lassonuncaserapresidente;elpeorgobiernodelahistoria"
nov -2020,;lasso;mafiosos
abr -2020,"país
;estamosconyacu
;concluyaku
;transparenciacne"
nov -2019,;lassopresidente2021;lassopresidente2021;lassopresidente2021;reddetuiterosdemocraticos;ecuador
ago -2020,;constituciondevida;constituciondevida;constituciondevida;constituciondevida;constituciondevida;noalaborto;constituciondevida;constituciondevida;encontremonosendemocracia;constituciondevida;encontremonosendemocracia;ecuadoresprovida;constituciondevida;constituciondevida;constituciondevida;constituciondevida;constituciondevida;noalaborto;constituciondevida;constituciondevida;encontremonosendemocracia;constituciondevida;encontremonosendemocracia;ecuadoresprovida
abr -2021,;justiciamsp;ecuador
feb -2021,🤭🤷;;;arauzpresidente2021
oct -2020,;vicentearrobaditto;lassorenuncia
abr -2020,"ecuador
;estamosconyacu
;concluyaku
;transparenciacne"
dic -2020,";elbinomiodelaesperanza
;contigocontodosahora"
oct -2019,;lassomiente;pactassobanquero
dic -2020,;lassomiente;pactassobanquero;lassomiente
feb -2020,;vacunadosvip;vacunadosvip
ene -2021,";andresarauzpresidente;;;ejfrancol1;andresarauzpresidente;arecuperarelfuturo
;recperarlapatria
es"
dic -2019,;lassomiente;pactassobanquero;lassoesmoreno
oct -2019,;riobamba
abr -2020,;ecuadorconxavier
nov -2019,;ecuador;cuenca;reddetuiterosdemocraticos;codigovidrio;lassosincorreismo
oct -2019,;quito;;;ing;carlos87;andresnomientasotravez;andresnomientasotravez;;;ecuarauz;andresnomientasotravez
abr -2021,;evasor;pandorapapers;;el
ago -2020,;carlosvera
abr -2021,"económica
;nuncamaselsocialismo"
dic -2020,";lassoesmoreno;vacunadosgold;vacunadosgold
;elpueblohonradoterespalda
;unidosvenceremos;;;soloparaentendisos"
mar -2021,";elecuadordelencuentro;lassoesmoreno;correismo;;conversatorio;santaelena
cc;tedlasso;;arauzesdiscriminación;arauzescorrea;arauzesdivisión;arauzesodio;cuandoelodioestabademoda;ecuador;nuncaseráspresidente;;;nastyy;nikki;elbinomiodelaesperanza;contigocontodosahoradebate
;ecuadordebate2021"
may -2020,;vacunadosgold;lassoesmoreno;pastusolasso;;;kaingye74
feb -2021,";odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd;;;mundopatycantu;odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd;borregodatecuenta;;;mundopatycantu;odiarte;rankingradiodisney;rankingrd;;encontrémonos

;encontrémonosparalograrlo;odiarte;rankingradiodisney;rankingrdlíder
;adelantesiempre;enamoranicaragua
;19marzo
;minsanicaragua
;presidente"
feb -2021,";lassonuncaserapresidente;lassonuncaserapresidente😈
;lassonuncaserapresidente;;;isidroromero;c"
oct -2019,;lassoesmoreno;planvacunarseec;elecuadordelencuentro
ago -2020,"similar

;soscaliddhh;;;radiosonorama;leydesarrolloeconomicopeor

;loscorruptossiemprefueronellos
;leydesarrolloeconomico;;;karen;minda;leydesarrolloeconomico"
feb -2021,;lassopresidente2021;;;yoopinoypunto1
abr -2021,;stivenmolinagobernadordelguayas;stivenmolinagobernadordelguayas
sept -2020,;lasso;abdala
oct -2020,";platitabotada;;;elisatinz;vacunadosgold;lassoesmoreno;patriapazyporvenir
;ecuadorsevacuna;andresnomientasotravez;;;maxfalejandro"
feb -2021,;odiarte;rankingradiodisney;rankingrd;;;jorgegestoso
feb -2021,;arauzpresidente;;;rutakritica
sept -2020,;lelo;;;evoespueblo
nov -2020,";lassonuncaseraspresidente;lassoesmoreno;;;katuarkonada;sosecuador;felizcumpleandres;mipresiandrescumple;mipresiandréscumple;arauzpresidente;arauzpresidente2021;mipresiandréscumple;mipresiandrescumple;;;telesurtv;elpeorgobiernodelahistoria;golpealademocracia;democraciacuesteloquecueste;;;ecuarauz;golpealademocracia;democraciacuesteloquecueste;;;orlandoperezec;yankeeperez;;;rabascallcarlos;arauzpresidente;arauzrabascall;;;ivetteceli;arauzpresidente;lassoesmoreno;lassoesmahuad;lassoesneoliberalismo;lassoesferiadobancario;lassoesatracoymiseria
;lassoescontinuidaddemoreno
;lassoesodio
;bastaya;arauzpresidente;;;uncafeconjj;lassoesmoreno;ganólabancaperdióelpueblo"
mar -2020,";debatepresidencialec;socialismo
;socialismoesmiseria"
dic -2020,;bolivia
abr -2021,;lassoladronasso
jul -2020,;vacunadosgold;lassoesmoreno;vacunadosgold;lassoesmoreno
ago -2020,;vacunadosgold;vacunagateec;lassoesmoreno
nov -2020,"moreno
;guillermolasso
;lassonomientasunayotravez"
may -2020,;chulqueroangurriento;platodesegundamesa;elpeorgobiernodelahistoria;;;yakuperezg;elpeorgobiernodelahistoria;lassoesmoreno;elpeorgobiernodelahistoria;lassonuncaserapresidente;lassonuncaserapresidente;lassoesmoreno;;;elpeorgobiernodelahistoria;lassonuncaserapresidente;lassoesmoreno;elpeorgobiernodelahistoria;lassonuncaserapresidente;lassoesmoreno;vicentearrobaditto;elpeorgobiernodelahistoria;;;wilfridolaz;elpeorgobiernodelahistoria;lassoesmoreno;;;relicheandres;pabloescobar
mar -2021,";arauz;;;larepublica;ec;presidente2021;lasso;pueblo2021

;todoporlademocracia;todolista1;5;;;lasso;pueblo2021

;todoporlademocracia;todolista1;5;;;arauz;lasso"
ene -2021,"corrupción
;estamosconyacu
;transparenciacne;;;yakuperezgcambio
;estamosconyacu
;concluyaku
;transparenciacne"
dic -2019,;lassonuncaserapresidente;;;ap;kost;lassoesmoreno;elpeorgobiernodelahistoria;elgobiernodelosmasmediocres;yasulasso;vacunadosgold;vacunadosvip;;vacunadosgold;lassoesmoreno;lassoesunfracasso;;;fernandafebc
dic -2019,;sputnikv
dic -2020,";observatoriociudadanodecontrolelectoralcne;;;observatoriociudadanodecontrolelectoral;observatoriociudadanodecontrolelectoral;observatoriociudadanodecontrolelectoralquebrado;
;juntoslolograremos
;vamosasaliradelante
;ecuadordelencuentro;ecuador;elecuadordelencuentro;elecuadordelencuentro"
mar -2021,"país
;encontrémonosparalograrlo
;lassopresidente2021
"
jul -2020,;andresnomientasotravez;;;ecuarauz;andresnomientasotravez
nov -2019,;andresnomientasotravez;;;ecuarauz;andresnomientasotravez;;;notimundoec
mar -2020,"
;lassoesmoreno;peorgobiernodelahistoria"
oct -2019,;lassoesmoreno;lassonuncaserápresidente;yonolecreoaldecreo;nullotodos;;;armando23539037;roboluciónciudadana;nomascorreismo
may -2021,;pabelpagalaglosa;;;miltonc90626185
nov -2020,"👇🏼

;elmonolópezinforma
;periodismosinfiltro"
feb -2021,";lassoesmoreno;vacunadosgold;;;maria;ma12;leloarauz;
;arauzpipon
;arauzelitecorreista
;andresnomientasotravez
;andresnomientasotravez
;arauzesyunda
piponincompetentes
;andresnomientasotravez
;andresnomientasotravez;andresnoborresotravez
;andresnomientasotravezfíjate
;andresnoborresotravez
;andresnomientasotravez
;andresnomientrasotravezintimidación
;andresnoborresotravez
;andresnomientasotravez
;andresnomientasotravezpendejadas

😁😁😁😁😁😁😀
;andresnomientasotravez
;andresnomientasotravez;;;papalusa;v
;arauzpipon
;arauzelitecorreista
;andresnomientasotravez
;andresnomientasotravez
;arauzesyunda
piponincompetentes
;andresnomientasotravez
;andresnomientasotravez
;varela
;gustavomanriq;m;varela;vela;varela;varela"
oct -2020,;lassopresidente21;lassopresidente21;lassopresidente21🇪🇨🇪🇨🇪🇨🇪🇨;;;lfc014;lassopresidente21;;;guillermolasso;lassopresidente21;vacunadosgold;lassoesmoreno;vacunadosvip;vacunadosgold;lassoesmoreno
jul -2020,";lassoesdespidos

;lassoesdespidoscáncer

;lassoesdespidos"
may -2020,"rechazamos
;villavicencionomientasotravez
;ikiamesamazonía
;ikiamesciencianopolítica
;ikiamesdiversidad
;villafernando;
"
abr -2020,;pactassobanquero;lassoesmoreno
ago -2020,";fijezaya
no;eresungrande💪💪;;;eayalamora"
jul -2021,;guayaquil;sismo
dic -2020,";vacunadosgold
;andresnomientrasotravez;;;eduizurieta1;andresnomientasotravez;;;juanma;04
;andresnomientasotravez;;;justicevera26mentir
;andresnomientasotravez;;;joselo681513;lassopresidente;;;byronmaiden13;lassopresidente;;;byronmaiden13"
dic -2020,;vacunadosgold;lassoesmoreno
feb -2020,;leloinfeliz;lassopresidente;;cuando
mar -2021,;rotaryclub;;;carlosverareal
mar -2021,;nolecreo;;;eluniversocom
abr -2021,;antoniaurrejolanoguera;alvarouribegenocida
sept -2020,;barcelona
oct -2019,;siguemeytesigo;;
ene -2021,";pactofiscalporlasmujeresylasniñas;unpactojustoporellasdetailed
;art;digital;digitalart;photoshop;anthro;creature;artistontwitter;lassopresidente2021basta
;lassopresidente2021;;;fabiolaverduga;enamoranicaragua;;;lakolmenaec;vacunadosgold;lassoesmoreno;lassomiente;lassoesmoreno;vacunavip;lassomientevacunas
;vacunadosgold;vacunagateec;lassoesmorenovacunas
;vacunadosgold;vacunagateec;lassoesmoreno"
may -2020,;ecuadoresprovida;;;ecuadoresprovida
feb -2021,;quito
ago -2020,;cinico;vacunadosgold;lassoesmoreno
mar -2021,";patriapazyporvenir;unidosenvictorias;;;lassomiente
;leloarauz
;elecciones2021ec
;bancodeguayaquil;lassomiente;lassoesmoreno;vacunadosgold;vacunadosgold;vacunadosgold;lassoesmoreno;vacunagateec;ecuadorjelí

;contigocontodosahora;andréspresidente;ecuadordecide2021;lmlpqtp;lassoesmoreno;quitopunto;;;pifo;elbinomiodelaesperanza
elhacerlo

;contigocontodosahora
;mashirafael
;segundavueltaec;ecuador;lasso;debatepresidencialec;elecciones2021ec;investigarán;;;;;lomásdestacado;decisiónecuador2021;;lomásdestacado;decisiónecuador2021;correístas;puercos;;prohibidoolvidar"
may -2020,urnas;;;encontrémonos;vacunadosgold;lassoesmoreno;vacunadosgold;;efectolasso;
ago -2020,;elbinomiodelaesperanza
ene -2020,;erikachicó;erikachicó;erikachicó
nov -2019,;odiarte;rankingradiodisney;rankingrd;enamoranicaragua
oct -2019,;lassopresidente2021
dic -2020,"país
;estamosconyacu
;transparenciacne
;concluyaku"
mar -2020,";nicaragua✌🏻🔴⚫
;patriapazyporvenir
;todosconamor

;anyz57509533;;muy"
dic -2020,";urgente🐺;;;urgente;lassoesferiadobancario;lassoesmoreno;lassoesferiadobancario;;;yakuperezg
;contigorafael"
ene -2021,;lassoesmoreno;;;serviresvivir
dic -2020,";lassoesmoreno;vacunadosgold
;vacunadosgold"
mar -2021,;lassonuncaserapresidente;lassoesmoreno;lassonuncaserapresidente;lassoesmoreno;lassoeslomismoquemoreno;andrespresidente2021;;;rabascallcarlos
abr -2021,"
;porunfuturolibre;dilenoalcaces"
dic -2020,"yaku
;concluyaku
;estamosconyacu
;transparenciacne;;;yakuperezgcorrupción
;estamosconyacu
;concluyaku
;transparenciacne"
ene -2020,;msurconarauz
oct -2019,";aypame;golpealademocracia;elvicedelaesperanza;elvicedelaesperanza;jorgeortiz;machala;arauzpresidente2021;arauzrabascall;uf2023;fyparauz;votonulo;;;carlosverarealuribe

;soscolombiaddhh
;duqueasesino
;onu
;oea;;;elcomerciocom"
feb -2021,;lassoevasor;;;vasconez;luisa
feb -2021,;lassoesmoreno;vacunadosgold
jun -2020,;yakuespueblo;yakuespueblo;yakupresidente;;;carlosverareal;yakupresidente;;;ramiroriveraec
ene -2021,"fraude
;estamosconyacu
;transparenciacne;;;yakuperezgrindas
;estamosconyacu
;concluyaku
;transparenciacne"
mar -2021,;borregodatecuenta
jun -2020,;elbinomiodelaesperanza;contigocontodosahora
mar -2021,;elpeorpresidentedelahistoria
ene -2021,";vacunadosgold
;lassoesmoreno"
ene -2021,;presidente2021
abr -2021,;ecuador
jun -2020,"ahora;
;guillermolasso;leninmoreno;corrupcionvip;votoignorante;losenanospoliticos;losenanospoliticos;manuchao;srmatanza;uribe;angela;angela;ivanduque;srmatanza;estadodeexcepcionmoral;
;ajidemarruecos"
jun -2021,;perenco;justicia;ysitepasaati;iñigosalvadorcrespo;perenco;iñigosalvadorcrespo
feb -2021,;lassojamásseráspresidente;debatepresidencialecuador;vacunadosgold;lassoesmoreno;covid19;vacunadosgold;lassoesmoreno
ago -2020,corrupto;;;vacunadosgold
dic -2020,";debatepresidencial2021✊

;andresarauzpresidente2021"
abr -2021,;yosisabía;yosisabía
oct -2019,;lassomiente;lassomiente
dic -2019,;contigocontodosahora;elbinomiodelaesperanza
abr -2021,;bastadebestias;bastadebestias;bastadebestias;bastadebestias;;;ecuavisainforma;bastadebestias;;;carlosfigueroa6;bastadebestias;bastadebestias;bastadebestias;bastadebestias;bastadebestias;bastadebestias;bastadebestias;;;justici3467123;bastadebestias;noseanborregos;;;justici3467123;bastadebestias;bastadebestias;nomastriunvirato;;;mbtello;bastadebestias;bastadebestias;;;gata1940;bastadebestias;;;lahistoriaec;bastadebestias;;;bastadebestias;;;primeraplanaecu;bastadebestias;bastadebestias;bastadebestias;;;albertoacostae
dic -2020,;lassoladronasso;vacunadosvip
dic -2020,";galápagos
;yoestoycongalápagos
;vamosporlanuevareserva"
nov -2019,";r25;;;ecuarauz

;jovenesenterritorio
;jovenesconandresarauz

;ecuarauz;agroesmeraldas;agro"
jul -2021,;corrupcion;ecuador;contraloria;;;p;equilibrioec
oct -2020,;vacunadosgold;vacunadosvip;lassoesmoreno;vacunadosgold;lassoesmoreno;lassoesvivanco;lassoesoquendo;lassoesmoreno;redcoplatam;compol;leyhumanitaria
mar -2020,;venezuela
nov -2019,"lasso
;lorohijodetuputisimamadre;;;marisol;bowen;vacunadosgold;lassoesmoreno;vacunadosgold;vacunadosgold
;lassoesmoreno;vacunadosgold;vacunadosgold

ni"
oct -2020,";ascoyvergüenza;ascoyvergüenza;ascoyvergüenza;ascoyvergüenza;ascoyvergüenza;ascoyvergüenzacomún

;jornadadereflexion;;común

;jornadadereflexion;;común

;jornadadereflexion;;común

;jornadadereflexion;;;edularreasalud"
oct -2020,;losenanospoliticos;ecuador;losenanospoliticos;ecuador;forzaitalia;pajarosdebarro
dic -2020,"
;encontremonosendemocracia;constituciondevida;encontremonosendemocracia;constituciondevida;;encontremonosendemocracia;constituciondevida;;encontremonosendemocracia;constituciondevida;ecuadoresprovida;encontremonosendemocracia;constituciondevida;;;encontremonosendemocracia;constituciondevida;encontremonosendemocracia;constituciondevida;encontremonosendemocracia;constituciondevida;;encontremonosendemocracia;constituciondevida;encontremonosendemocracia;constituciondevida;;constituciondevida;ecuadoresprovida;constituciondevida;ecuadoresprovida;;constituciondevida;ecuadoresprovida;;esurgentecorte;ecuadoresprovida;encontremonosendemocracia;constituciondevida"
feb -2021,;castigarpormanipularcampañas
oct -2019,"

;lassonuncaserapresidente;;;mashirafael"
abr -2021,;leyextinciondedominio;leyultradefensadolarenec;leyextinciondedominio;leyultradefensadolarenec
may -2020,"
;lassoesferiadobancario
;lassonuncaserapresidentepaís
;lassoesmoreno
;lassonuncaserapresidente;;;goyosaltos;binomiodelaesperanza;venceremos;lassonuncaserapresidente
;lassoodiamanabí

;lassoodiamanabíesmeraldas

;lassoodiamanabí
;lassoodiamanabí

;lassoodiamanabíesmeraldas

;lassoodiamanabíadministración
;yonotengopresidente
;lassoevasor
;lassomentiroso
;lassoesunfracasso
;lassorenunciapapers
;lassoevassor
;lassoespandora;;;cecilia8hida;pandorapapers"
oct -2019,;lasso;con;el;banco;del;pacifico;no;te;metas;o;te;arrepentirás;;;fcarrionm
ene -2020,;pandorapapers
mar -2020,;lenilasso
dic -2019,";elbinomiodelaesperanza;andréspresidente2021;;reelnotes
;reddetuiterosconlasso"
sept -2020,";arecuperarlapatria;arauzpresidente;rabascallvicepresidente;vota1
;mashirafael;odiarte;rankingradiodisney;rankingrd"
dic -2020,;juntosloestamoslogrando
abr -2020,;elecciones2021ec;eleccionesecuador;;;ecuarauz
feb -2021,;renuncialasso;;;renuncialasso;;;xhervas;renuncialasso
sept -2020,"aborrece
;niunvotoaladerechacámaras
;niunvotoaladerechacreemos
;lassoesmoreno
;lassonuncaserapresidente
;vacunacionvip
;vacunagateecchulquerasso
;lassonuncaserapresidente
;lassoesmoreno
;elpeorgobiernodelahistoria"
may -2020,;felizaniversariolasso;felizaniversariolasso
abr -2021,;contigocontodosahora
feb -2021,"mundo
;ikiamesamazonía
;ikiamesciencianopolítica
;ikiamesdiversidad
;villafernando;
"
ene -2021,;unasolavuelta;andresarauz;ecuador;elecciones2021ec
feb -2021,";estamosconyaku
;mivotoserespeta"
feb -2021,idioteces;;;elclassismo
mar -2021,;vacunadosgold;lassoesmoreno
abr -2021,";mayodignidadnacionalvencemos
;vacunandonospuebloquevence
;nicaragua
;5mayo
;adelantesiempre
;elmanifiesto
;adelantesiempr4"
nov -2020,";capacidadparacambiar;capacidadpararobarmigrar

;elecciones2021ec"
oct -2019,;arauzpresidente2021;;;isidroromero;c;yallegalasalud;;que;arauz ;guillermolasso ;desdolarauz ;;andrespresidente2021
dic -2020,;freepalestine;boicotisrael
feb -2021,;prohibidoolvidar
mar -2021,;loveisintheair27a;;;oklyn23;loveisintheair27a
nov -2021,;xavieralvarez;mariajosecastelblanco;loscorruptossiemprefueronellos
oct -2019,;prensacorrupta;losbanqueros;traidores;judas
